AccountNumber,Usagedate,Value,Meternumber
1203000-5278,12/13/2022,67,1203000-10450-1
1451200-8924,12/13/2022,29,1451200-10450-1
1501000-475673,12/13/2022,14,1501000-10450-1
2202200-553150,12/13/2022,17,2202200-10450-1
2350420-53784,12/13/2022,259,2350420-10450-1
2950017-18579,12/13/2022,1,2950017-10450-1
3021490-660601,1/17/2023,4,3021490-10450-1
3021970-365526,1/17/2023,4,3021970-10450-1
3022320-668695,1/17/2023,5,3022320-10450-1
3056780-660221,1/17/2023,7,3056780-10450-1
3152300-579316,1/17/2023,32,3152300-10450-1
3202580-6670,1/16/2023,21,3202580-10450-1
3302300-5019,1/17/2023,8,3302300-10450-1
3251400-655261,1/16/2023,64,3251400-10450-1
4701980-535093,1/16/2023,18,4701980-10450-1
4451920-116674,1/16/2023,135,4451920-10450-1
4453900-1004,1/16/2023,-325,4453900-10450-1
4651040-20011,1/16/2023,15,4651040-10450-1
5100180-16825,1/16/2023,20,5100180-10450-1
4851240-74562,1/16/2023,44,4851240-10450-1
4902280-667753,1/16/2023,9,4902280-10450-1
4851300-361518,1/16/2023,40,4851300-10450-1
5152560-57217,1/16/2023,23,5152560-10450-1
5003420-137427,1/16/2023,6,5003420-10450-1
5100280-654453,1/16/2023,29,5100280-10450-1
5101060-34181,1/16/2023,22,5101060-10450-1
5120850-533413,1/17/2023,7,5120850-10450-1
5150020-660806,1/16/2023,21,5150020-10450-1
5152000-93834,1/16/2023,46,5152000-10450-1
5304550-661895,1/16/2023,9,5304550-10450-1
5400880-11813,1/16/2023,17,5400880-10450-1
0202320-657225,2/14/2023,32,0202320-10450-1
0204040-657296,2/14/2023,25,0204040-10450-1
0350060-660237,2/14/2023,66,0350060-10450-1
0405800-661521,2/14/2023,22,0405800-10450-1
0403120-578380,2/14/2023,13,0403120-10450-1
0401740-1725,2/14/2023,14,0401740-10450-1
0701540-418077,2/14/2023,8,0701540-10450-1
0550840-32048,2/14/2023,19,0550840-10450-1
0850720-4446,2/14/2023,4,0850720-10450-1
0601540-31504,2/14/2023,14,0601540-10450-1
0754600-1150,2/14/2023,14,0754600-10450-1
0800040-126095,2/14/2023,86,0800040-10450-1
0803400-565296,2/14/2023,2,0803400-10450-1
1003610-655484,2/14/2023,0,1003610-10450-1
0803740-11458,2/14/2023,11,0803740-10450-1
0802140-505590,2/14/2023,14,0802140-10450-1
1051164-111764,2/14/2023,11,1051164-10450-1
2751760-15668,2/14/2023,13,2751760-10450-1
2350660-657392,2/14/2023,17,2350660-10450-1
2401580-149839,2/14/2023,19,2401580-10450-1
2501200-566904,2/14/2023,4,2501200-10450-1
2350420-53784,2/14/2023,1,2350420-10555-1
3200360-655257,1/16/2023,49,3200360-10450-1
3820370-28877,1/17/2023,32,3820370-10450-1
4652460-21725,1/16/2023,37,4652460-10450-1
4952120-34283,1/16/2023,57,4952120-10450-1
5000240-489992,1/16/2023,23,5000240-10450-1
5202680-30433,1/16/2023,17,5202680-10450-1
5300749-659282,1/16/2023,6,5300749-10450-1
5550300-564281,1/16/2023,12,5550300-10450-1
5655920-543419,1/16/2023,0,5655920-10450-1
0101280-110404,2/14/2023,16,0101280-10450-1
0952780-661726,2/14/2023,12,0952780-10450-1
1203000-5278,2/14/2023,55,1203000-10450-1
1451200-8924,2/14/2023,23,1451200-10450-1
1503120-27416,2/14/2023,15,1503120-10450-1
1501000-475673,2/14/2023,19,1501000-10450-1
1453540-7563,2/14/2023,19,1453540-10450-1
1751460-171829,2/14/2023,9,1751460-10450-1
1752600-579193,2/14/2023,23,1752600-10450-1
2151740-652066,2/14/2023,3,2151740-10450-1
1902800-651600,2/14/2023,28,1902800-10450-1
2350420-53784,2/14/2023,263,2350420-10450-1
2101000-580998,2/14/2023,18,2101000-10450-1
2151580-3091,2/14/2023,12,2151580-10450-1
2151800-13998,2/14/2023,15,2151800-10450-1
2151060-5650,2/14/2023,23,2151060-10450-1
2202200-553150,2/14/2023,14,2202200-10450-1
2152860-653453,2/14/2023,26,2152860-10450-1
2653980-666640,2/14/2023,51,2653980-10450-1
2803480-28138,2/14/2023,2,2803480-10450-1
3021970-365526,3/13/2023,5,3021970-10450-1
3022320-668695,3/13/2023,7,3022320-10450-1
3021490-660601,3/13/2023,4,3021490-10450-1
3056780-660221,3/13/2023,9,3056780-10450-1
3200360-655257,3/13/2023,36,3200360-10450-1
3152300-579316,3/13/2023,17,3152300-10450-1
3202580-6670,3/13/2023,12,3202580-10450-1
3251400-655261,3/13/2023,24,3251400-10450-1
3302300-5019,3/13/2023,8,3302300-10450-1
3301360-653043,3/13/2023,11,3301360-10450-1
3452280-652248,3/13/2023,6,3452280-10450-1
3650020-583981,3/13/2023,12,3650020-10450-1
3802260-34116,3/13/2023,21,3802260-10450-1
3700780-556230,3/13/2023,11,3700780-10450-1
3821380-650339,3/13/2023,23,3821380-10450-1
5100180-16825,3/13/2023,13,5100180-10450-1
4851240-74562,3/13/2023,29,4851240-10450-1
4851300-361518,3/13/2023,47,4851300-10450-1
4902280-667753,3/13/2023,8,4902280-10450-1
5100280-654453,3/13/2023,44,5100280-10450-1
5003420-137427,3/13/2023,7,5003420-10450-1
5000240-489992,3/13/2023,24,5000240-10450-1
4952120-34283,3/13/2023,12,4952120-10450-1
5202680-30433,3/13/2023,65,5202680-10450-1
5300749-659282,3/13/2023,13,5300749-10450-1
5150020-660806,3/13/2023,12,5150020-10450-1
5152560-57217,3/13/2023,17,5152560-10450-1
5152000-93834,3/13/2023,27,5152000-10450-1
5400880-11813,3/13/2023,17,5400880-10450-1
5304550-661895,3/13/2023,11,5304550-10450-1
5655920-543419,3/13/2023,0,5655920-10450-1
0350060-660237,4/17/2023,158,0350060-10450-1
0401740-1725,4/17/2023,12,0401740-10450-1
0550840-32048,4/17/2023,16,0550840-10450-1
0601540-31504,4/17/2023,12,0601540-10450-1
0650640-135726,4/17/2023,11,0650640-10450-1
0701540-418077,4/17/2023,9,0701540-10450-1
0800040-126095,4/17/2023,87,0800040-10450-1
0754220-1205,4/17/2023,2,0754220-10450-1
0802140-505590,4/17/2023,12,0802140-10450-1
0850720-4446,4/17/2023,4,0850720-10450-1
0803740-11458,4/17/2023,6,0803740-10450-1
0803400-565296,4/17/2023,11,0803400-10450-1
1051164-111764,4/17/2023,6,1051164-10450-1
1003610-655484,4/17/2023,0,1003610-10450-1
0952780-661726,4/17/2023,42,0952780-10450-1
0405800-661521,4/17/2023,22,0405800-10450-1
1203360-564279,4/17/2023,4,1203360-10450-1
1453540-7563,4/16/2023,17,1453540-10450-1
1503120-27416,4/16/2023,15,1503120-10450-1
2801500-2856,4/17/2023,19,2801500-10450-1
2803480-28138,4/17/2023,28,2803480-10450-1
2950017-18579,4/17/2023,0,2950017-10450-1
2751760-15668,4/17/2023,17,2751760-10450-1
2801620-661118,4/17/2023,26,2801620-10450-1
2500080-28053,4/16/2023,42,2500080-10450-1
4050680-74288,4/18/2023,0,4050680-10450-1
2650020-660880,4/17/2023,6,2650020-10450-1
2653980-666640,4/17/2023,50,2653980-10450-1
1203000-5278,4/17/2023,68,1203000-10450-1
2152860-653453,4/16/2023,8,2152860-10450-1
2401580-149839,4/16/2023,26,2401580-10450-1
2900700-299334,4/17/2023,1,2900700-10450-1
3021490-660601,5/15/2023,5,3021490-10450-1
3021970-365526,5/15/2023,3,3021970-10450-1
4301840-661148,5/15/2023,32,4301840-10450-1
4451920-116674,5/15/2023,122,4451920-10450-1
4453900-1004,5/15/2023,157,4453900-10450-1
4451860-15099,5/15/2023,3,4451860-10450-1
3251400-655261,5/15/2023,19,3251400-10450-1
4902280-667753,5/15/2023,8,4902280-10450-1
4952120-34283,5/15/2023,13,4952120-10450-1
4651040-20011,5/15/2023,13,4651040-10450-1
4851300-361518,5/15/2023,51,4851300-10450-1
5152560-57217,5/15/2023,16,5152560-10450-1
5150020-660806,5/15/2023,14,5150020-10450-1
5152000-93834,5/15/2023,34,5152000-10450-1
5300749-659282,5/15/2023,14,5300749-10450-1
5100280-654453,5/15/2023,44,5100280-10450-1
5304550-661895,5/15/2023,12,5304550-10450-1
5101060-34181,5/15/2023,16,5101060-10450-1
5120850-533413,5/15/2023,13,5120850-10450-1
5003420-137427,5/15/2023,3,5003420-10450-1
5100180-16825,5/15/2023,15,5100180-10450-1
5202680-30433,5/15/2023,9,5202680-10450-1
5655920-543419,5/15/2023,0,5655920-10450-1
0101280-110404,6/12/2023,14,0101280-10450-1
0202320-657225,6/12/2023,14,0202320-10450-1
0204040-657296,6/12/2023,16,0204040-10450-1
0350060-660237,6/12/2023,63,0350060-10450-1
0401740-1725,6/12/2023,12,0401740-10450-1
2500080-28053,2/14/2023,37,2500080-10450-1
2650020-660880,2/14/2023,7,2650020-10450-1
2950017-18579,2/14/2023,0,2950017-10450-1
2801500-2856,2/14/2023,20,2801500-10450-1
2801620-661118,2/14/2023,28,2801620-10450-1
4050680-74288,2/15/2023,0,4050680-10450-1
2900700-299334,2/14/2023,185,2900700-10450-1
0650640-135726,2/14/2023,11,0650640-10450-1
0754220-1205,2/14/2023,2,0754220-10450-1
1203360-564279,2/14/2023,12,1203360-10450-1
1304740-572874,2/14/2023,11,1304740-10450-1
3750900-29734,3/13/2023,6,3750900-10450-1
3802470-667500,3/13/2023,23,3802470-10450-1
3820370-28877,3/13/2023,21,3820370-10450-1
4001102-34166,3/13/2023,9,4001102-10450-1
4000400-578712,3/13/2023,12,4000400-10450-1
4050680-74288,3/13/2023,0,4050680-10450-1
4301840-661148,3/13/2023,44,4301840-10450-1
4453900-1004,3/13/2023,84,4453900-10450-1
4451860-15099,3/13/2023,1,4451860-10450-1
4701980-535093,3/13/2023,13,4701980-10450-1
4652460-21725,3/13/2023,35,4652460-10450-1
4651040-20011,3/13/2023,9,4651040-10450-1
3452520-661795,3/13/2023,14,3452520-10450-1
4001144-525476,3/13/2023,7,4001144-10450-1
4451920-116674,3/13/2023,46,4451920-10450-1
5120850-533413,3/13/2023,9,5120850-10450-1
5101060-34181,3/13/2023,16,5101060-10450-1
5550300-564281,3/13/2023,26,5550300-10450-1
0101280-110404,4/17/2023,14,0101280-10450-1
0202320-657225,4/17/2023,28,0202320-10450-1
0204040-657296,4/17/2023,23,0204040-10450-1
0403120-578380,4/17/2023,14,0403120-10450-1
1304740-572874,4/17/2023,25,1304740-10450-1
1751460-171829,4/16/2023,8,1751460-10450-1
1752600-579193,4/16/2023,18,1752600-10450-1
1451200-8924,4/16/2023,26,1451200-10450-1
1501000-475673,4/16/2023,28,1501000-10450-1
1902800-651600,4/17/2023,26,1902800-10450-1
2101000-580998,4/16/2023,22,2101000-10450-1
2151580-3091,4/16/2023,20,2151580-10450-1
2151800-13998,4/16/2023,18,2151800-10450-1
2202200-553150,4/16/2023,14,2202200-10450-1
2151060-5650,4/16/2023,27,2151060-10450-1
2350420-53784,4/16/2023,292,2350420-10450-1
2350660-657392,4/16/2023,14,2350660-10450-1
2501200-566904,4/16/2023,8,2501200-10450-1
2350420-53784,4/16/2023,0,2350420-10555-1
2151740-652066,4/16/2023,3,2151740-10450-1
0754600-1150,4/17/2023,11,0754600-10450-1
3022320-668695,5/15/2023,7,3022320-10450-1
3056780-660221,5/15/2023,7,3056780-10450-1
3200360-655257,5/15/2023,28,3200360-10450-1
3152300-579316,5/15/2023,25,3152300-10450-1
3202580-6670,5/15/2023,15,3202580-10450-1
3301360-653043,5/15/2023,11,3301360-10450-1
3700780-556230,5/15/2023,6,3700780-10450-1
3650020-583981,5/15/2023,12,3650020-10450-1
3750900-29734,5/15/2023,6,3750900-10450-1
3820370-28877,5/15/2023,22,3820370-10450-1
4000400-578712,5/15/2023,6,4000400-10450-1
4001144-525476,5/15/2023,2,4001144-10450-1
5400880-11813,5/15/2023,18,5400880-10450-1
3302300-5019,5/15/2023,46,3302300-10450-1
5550300-564281,5/15/2023,13,5550300-10450-1
3452280-652248,5/15/2023,5,3452280-10450-1
3452520-661795,5/15/2023,13,3452520-10450-1
3802260-34116,5/15/2023,22,3802260-10450-1
3802470-667500,5/15/2023,25,3802470-10450-1
3821380-650339,5/15/2023,18,3821380-10450-1
4001102-34166,5/15/2023,8,4001102-10450-1
4050680-74288,5/16/2023,0,4050680-10450-1
4652460-21725,5/15/2023,25,4652460-10450-1
4701980-535093,5/15/2023,19,4701980-10450-1
4851240-74562,5/15/2023,33,4851240-10450-1
5000240-489992,5/15/2023,24,5000240-10450-1
0802140-505590,6/12/2023,15,0802140-10450-1
0850720-4446,6/12/2023,4,0850720-10450-1
1051164-111764,6/12/2023,13,1051164-10450-1
0952780-661726,6/12/2023,19,0952780-10450-1
1003610-655484,6/12/2023,1,1003610-10450-1
1203360-564279,6/12/2023,7,1203360-10450-1
1451200-8924,6/13/2023,5,1451200-10450-1
1453540-7563,6/13/2023,19,1453540-10450-1
1203000-5278,6/12/2023,67,1203000-10450-1
1304740-572874,6/12/2023,7,1304740-10450-1
1752600-579193,6/13/2023,29,1752600-10450-1
1751460-171829,6/13/2023,7,1751460-10450-1
1501000-475673,6/13/2023,19,1501000-10450-1
1503120-27416,6/13/2023,27,1503120-10450-1
2151060-5650,6/12/2023,20,2151060-10450-1
0650640-135726,6/12/2023,19,0650640-10450-1
2350420-53784,6/13/2023,243,2350420-10450-1
3021970-365526,7/16/2023,5,3021970-10450-1
3022320-668695,7/16/2023,6,3022320-10450-1
3021490-660601,7/16/2023,4,3021490-10450-1
3056780-660221,7/16/2023,7,3056780-10450-1
3202580-6670,7/16/2023,26,3202580-10450-1
3302300-5019,7/16/2023,7,3302300-10450-1
3152300-579316,7/16/2023,41,3152300-10450-1
3200360-655257,7/16/2023,46,3200360-10450-1
4451920-116674,7/16/2023,283,4451920-10450-1
4301840-661148,7/16/2023,49,4301840-10450-1
4652460-21725,7/16/2023,31,4652460-10450-1
4451860-15099,7/16/2023,12,4451860-10450-1
4453900-1004,7/16/2023,573,4453900-10450-1
4701980-535093,7/16/2023,20,4701980-10450-1
4651040-20011,7/16/2023,30,4651040-10450-1
4952120-34283,7/16/2023,13,4952120-10450-1
5000240-489992,7/16/2023,24,5000240-10450-1
5100280-654453,7/16/2023,36,5100280-10450-1
5101060-34181,7/16/2023,22,5101060-10450-1
4851240-74562,7/16/2023,38,4851240-10450-1
4851300-361518,7/16/2023,60,4851300-10450-1
5120850-533413,7/16/2023,10,5120850-10450-1
5150020-660806,7/16/2023,12,5150020-10450-1
5152560-57217,7/16/2023,31,5152560-10450-1
4902280-667753,7/16/2023,8,4902280-10450-1
5300749-659282,7/16/2023,24,5300749-10450-1
5003420-137427,7/16/2023,4,5003420-10450-1
5100180-16825,7/16/2023,16,5100180-10450-1
5400880-11813,7/16/2023,6,5400880-10450-1
5152000-93834,7/16/2023,42,5152000-10450-1
0350060-660237,8/14/2023,36,0350060-10450-1
0401740-1725,8/14/2023,28,0401740-10450-1
0403120-578380,8/14/2023,11,0403120-10450-1
0405800-661521,8/14/2023,28,0405800-10450-1
0550840-32048,8/14/2023,19,0550840-10450-1
0601540-31504,8/14/2023,15,0601540-10450-1
0650640-135726,8/14/2023,16,0650640-10450-1
0701540-418077,8/14/2023,10,0701540-10450-1
0754220-1205,8/14/2023,2,0754220-10450-1
0754600-1150,8/14/2023,15,0754600-10450-1
0800040-126095,8/14/2023,111,0800040-10450-1
0802140-505590,8/14/2023,17,0802140-10450-1
0803400-565296,8/14/2023,11,0803400-10450-1
0803740-11458,8/14/2023,10,0803740-10450-1
0850720-4446,8/14/2023,4,0850720-10450-1
0952780-661726,8/14/2023,24,0952780-10450-1
1003610-655484,8/14/2023,12,1003610-10450-1
1051164-111764,8/14/2023,13,1051164-10450-1
2151060-5650,8/14/2023,23,2151060-10450-1
2151580-3091,8/14/2023,8,2151580-10450-1
2151740-652066,8/14/2023,3,2151740-10450-1
2151800-13998,8/14/2023,23,2151800-10450-1
2152860-653453,8/14/2023,34,2152860-10450-1
2202200-553150,8/14/2023,28,2202200-10450-1
2350420-53784,8/14/2023,232,2350420-10450-1
2350660-657392,8/14/2023,19,2350660-10450-1
2350420-53784,8/14/2023,0,2350420-10555-1
2401580-149839,8/14/2023,97,2401580-10450-1
2500080-28053,8/14/2023,36,2500080-10450-1
2501200-566904,8/14/2023,41,2501200-10450-1
2653980-666640,8/14/2023,57,2653980-10450-1
2650020-660880,8/14/2023,22,2650020-10450-1
2801500-2856,8/14/2023,64,2801500-10450-1
2751760-15668,8/14/2023,34,2751760-10450-1
2803480-28138,8/14/2023,45,2803480-10450-1
2801620-661118,8/14/2023,42,2801620-10450-1
2900700-299334,8/14/2023,343,2900700-10450-1
2950017-18579,8/14/2023,1,2950017-10450-1
4050680-74288,8/15/2023,0,4050680-10450-1
4000400-578712,9/13/2023,17,4000400-10450-1
4001102-34166,9/13/2023,31,4001102-10450-1
4001144-525476,9/13/2023,39,4001144-10450-1
4050680-74288,9/14/2023,0,4050680-10450-1
4301840-661148,9/13/2023,40,4301840-10450-1
4451920-116674,9/13/2023,397,4451920-10450-1
4451860-15099,9/13/2023,50,4451860-10450-1
4453900-1004,9/13/2023,596,4453900-10450-1
4651040-20011,9/13/2023,33,4651040-10450-1
4701980-535093,9/13/2023,28,4701980-10450-1
4652460-21725,9/13/2023,41,4652460-10450-1
4851300-361518,9/13/2023,65,4851300-10450-1
0403120-578380,6/12/2023,13,0403120-10450-1
0405800-661521,6/12/2023,14,0405800-10450-1
0550840-32048,6/12/2023,18,0550840-10450-1
0601540-31504,6/12/2023,14,0601540-10450-1
0754220-1205,6/12/2023,3,0754220-10450-1
0701540-418077,6/12/2023,10,0701540-10450-1
0803400-565296,6/12/2023,5,0803400-10450-1
0803740-11458,6/12/2023,8,0803740-10450-1
0754600-1150,6/12/2023,11,0754600-10450-1
0800040-126095,6/12/2023,87,0800040-10450-1
2101000-580998,6/12/2023,25,2101000-10450-1
1902800-651600,6/12/2023,41,1902800-10450-1
2152860-653453,6/12/2023,13,2152860-10450-1
2151800-13998,6/12/2023,23,2151800-10450-1
2202200-553150,6/12/2023,23,2202200-10450-1
2401580-149839,6/13/2023,28,2401580-10450-1
2151740-652066,6/12/2023,4,2151740-10450-1
2151580-3091,6/12/2023,10,2151580-10450-1
2653980-666640,6/12/2023,51,2653980-10450-1
2650020-660880,6/12/2023,16,2650020-10450-1
2350420-53784,6/13/2023,0,2350420-10555-1
2350660-657392,6/13/2023,18,2350660-10450-1
2801620-661118,6/12/2023,31,2801620-10450-1
2950017-18579,6/12/2023,1,2950017-10450-1
2501200-566904,6/12/2023,19,2501200-10450-1
2500080-28053,6/12/2023,23,2500080-10450-1
2751760-15668,6/12/2023,26,2751760-10450-1
2801500-2856,6/12/2023,34,2801500-10450-1
2803480-28138,6/12/2023,46,2803480-10450-1
2900700-299334,6/12/2023,399,2900700-10450-1
4050680-74288,6/13/2023,0,4050680-10450-1
3251400-655261,7/16/2023,48,3251400-10450-1
3301360-653043,7/16/2023,10,3301360-10450-1
3700780-556230,7/16/2023,8,3700780-10450-1
3452280-652248,7/16/2023,5,3452280-10450-1
3452520-661795,7/16/2023,16,3452520-10450-1
3750900-29734,7/16/2023,6,3750900-10450-1
3820370-28877,7/16/2023,35,3820370-10450-1
3650020-583981,7/16/2023,14,3650020-10450-1
3802260-34116,7/16/2023,44,3802260-10450-1
3802470-667500,7/16/2023,30,3802470-10450-1
3821380-650339,7/16/2023,30,3821380-10450-1
4001102-34166,7/16/2023,19,4001102-10450-1
4001144-525476,7/16/2023,22,4001144-10450-1
4050680-74288,7/17/2023,0,4050680-10450-1
4000400-578712,7/16/2023,23,4000400-10450-1
5202680-30433,7/16/2023,42,5202680-10450-1
5550300-564281,7/17/2023,12,5550300-10450-1
5304550-661895,7/16/2023,16,5304550-10450-1
5655920-543419,7/16/2023,17,5655920-10450-1
0101280-110404,8/14/2023,18,0101280-10450-1
0202320-657225,8/14/2023,17,0202320-10450-1
0204040-657296,8/14/2023,27,0204040-10450-1
1203000-5278,8/14/2023,71,1203000-10450-1
1203360-564279,8/14/2023,14,1203360-10450-1
1304740-572874,8/14/2023,4,1304740-10450-1
1451200-8924,8/14/2023,13,1451200-10450-1
1453540-7563,8/14/2023,22,1453540-10450-1
1501000-475673,8/14/2023,23,1501000-10450-1
1503120-27416,8/14/2023,13,1503120-10450-1
1751460-171829,8/14/2023,12,1751460-10450-1
1752600-579193,8/14/2023,49,1752600-10450-1
1902800-651600,8/14/2023,48,1902800-10450-1
2101000-580998,8/14/2023,29,2101000-10450-1
3021490-660601,9/13/2023,4,3021490-10450-1
3021970-365526,9/13/2023,5,3021970-10450-1
3022320-668695,9/13/2023,6,3022320-10450-1
3056780-660221,9/13/2023,9,3056780-10450-1
3152300-579316,9/13/2023,33,3152300-10450-1
3200360-655257,9/13/2023,55,3200360-10450-1
3202580-6670,9/13/2023,24,3202580-10450-1
3251400-655261,9/13/2023,49,3251400-10450-1
3301360-653043,9/13/2023,6,3301360-10450-1
3302300-5019,9/13/2023,8,3302300-10450-1
3452280-652248,9/13/2023,4,3452280-10450-1
3452520-661795,9/13/2023,14,3452520-10450-1
3650020-583981,9/13/2023,12,3650020-10450-1
3700780-556230,9/13/2023,8,3700780-10450-1
3750900-29734,9/13/2023,10,3750900-10450-1
3802260-34116,9/13/2023,51,3802260-10450-1
3802470-667500,9/13/2023,30,3802470-10450-1
3820370-28877,9/13/2023,49,3820370-10450-1
4952120-34283,9/13/2023,16,4952120-10450-1
4851240-74562,9/13/2023,41,4851240-10450-1
5003420-137427,9/13/2023,3,5003420-10450-1
4902280-667753,9/13/2023,8,4902280-10450-1
5100180-16825,9/13/2023,19,5100180-10450-1
5000240-489992,9/13/2023,25,5000240-10450-1
5150020-660806,9/13/2023,10,5150020-10450-1
5152000-93834,9/13/2023,46,5152000-10450-1
5152560-57217,9/13/2023,26,5152560-10450-1
5100280-654453,9/13/2023,29,5100280-10450-1
5101060-34181,9/13/2023,32,5101060-10450-1
5120850-533413,9/13/2023,11,5120850-10450-1
5202680-30433,9/13/2023,38,5202680-10450-1
5300749-659282,9/13/2023,17,5300749-10450-1
5304550-661895,9/13/2023,0,5304550-10450-1
5400880-11813,9/13/2023,0,5400880-10450-1
5550300-564281,9/13/2023,0,5550300-10450-1
5655920-543419,9/13/2023,0,5655920-10450-1
